titles,genre,developers,publishers
Motorcycle Club,Racing,Kylotonn Games,Bigben Interactive
Mr. Driller Online,Puzzle & Trivia,Bandai Namco Entertainment,Bandai Namco Entertainment
Ms. Pac-Man,Classics,Bandai Namco Entertainment,Bandai Namco Entertainment
Ms. Splosion Man,Platformer,Twisted Pixel Games,Xbox Game Studios
Muchi Muchi Pork! & Pink Sweets: Ibara Sore Kara,Shooter,Cave,Cave
Mud - FIM Motocross World Championship,Racing,Namco Bandai Games,Milestone
Murdered: Soul Suspect,"Action-adventure, Puzzle","Airtight Games,",Square Enix
Mushihimesama,"Vertically scrolling shooter, Bullet Hell",Cave,Cave
Mushihime-sama Futari,"Scrolling Shooter, Bullet Hell",Cave,Cave
Mutant Storm Empire,Shooter,PomPom Games,Xbox Game Studios
Mutant Storm Reloaded,Shooter,PomPom Games,Xbox Game Studios
MuvLuv,Visual novel,5pb.,5pb.
MuvLuv Alternative,Visual novel,5pb.,5pb.
Muv-Luv Alternative: Total Eclipse,Visual novel,5pb.,5pb.
MX vs. ATV Alive,Racing,Rainbow Studios,THQ
MX vs. ATV Reflex,Racing,Rainbow Studios,THQ
MX vs. ATV: Supercross,Racing,Rainbow Studios,Nordic Games
MX vs. ATV: Untamed,Racing,Rainbow Studios,THQ
MXGP,Racing,Bandai Namco,Milestone
My Horse & Me 2,Racing,Tate Interactive,Atari
My Body Coach 3,Exergame,Kylotonn,Bigben Interactive
MySims SkyHeroes,"Combat Flight Simulator, Sim",Maxis,Electronic Arts
N+,Action & Adventure,Slick Entertainment,Xbox Game Studios
N3: Ninety-Nine Nights,"Hack and slash, Action","Q Entertainment, Phantagram",Xbox Game Studios
N3II: Ninety-Nine Nights,"Hack and slash, role-playing","Q Entertainment, Feelplus",Xbox Game Studios
nail'd,Racing,Techland,Deep Silver
Namco Museum Virtual Arcade,Compilation,Namco Bandai Games,Namco Bandai Games
Narco Terror,Shooter,Deep Silver,Deep Silver
Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,CyberConnect2,Namco Bandai Games
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,CyberConnect2,Namco Bandai Games
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,"Fighting, Expansion",CyberConnect2,Namco Bandai Games
Naruto Shippuden: Ultimate Ninja Storm Generations,Fighting,CyberConnect2,Namco Bandai Games
Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,CyberConnect2,Namco Bandai Games
Naruto: Rise of a Ninja,"Fighting, RPG",Ubisoft,Ubisoft
Naruto: The Broken Bond,"Fighting, Action-adventure",Ubisoft Montreal,Ubisoft
NASCAR 08,Racing,EA Tiburon,EA Sports
NASCAR 09,Racing,EA Tiburon,EA Sports
NASCAR '14,Racing,Eutechnyx,Activision
NASCAR '15,Racing,Dusenberry Martin Racing,Activision
NASCAR '15 Victory Edition,Racing,Dusenberry Martin Racing,Activision
NASCAR The Game: 2011,Racing,Eutechnyx,Activision
NASCAR The Game: Inside Line,Racing,Eutechnyx,Activision
NASCAR Unleashed,Racing,Firebrand Games,Activision
National Geo Challenge!,Trivia,Gusto Games,Black Bean Games
National Geo Challenge: Wild Life,Trivia,Gusto Games,Black Bean Games
Naughty Bear,Action,Artificial Mind and Movement,505 Games
Naughty Bear: Panic in Paradise,Action & Adventure,Behaviour Interactive,505 Games
Naval Assault: The Killing Tide,Simulation,Artech Studios,505 Games
NBA 2K6,Sports,Visual Concepts,2K Sports
NBA 2K7,Sports,Visual Concepts,2K Sports
NBA 2K8,Sports,Visual Concepts,2K Sports
NBA 2K9,Sports,Visual Concepts,2K Sports
NBA 2K10,Sports,Visual Concepts,2K Sports
NBA 2K10 Draft Combine,Sports & Recreation,Visual Concepts,2K Sports
NBA 2K11,Sports,Visual Concepts,2K Sports
NBA 2K12,Sports,Visual Concepts,2K Sports
NBA 2K13,Sports,Visual Concepts,2K Sports
NBA 2K14,Sports,Visual Concepts,2K Sports
NBA 2K15,Sports,Visual Concepts,2K Sports
NBA 2K16,Sports,Visual Concepts,2K Sports
NBA 2K17,Sports,Visual Concepts,2K Sports
NBA 2K18,Sports,Visual Concepts,2K Sports
NBA Baller Beats,Rhythm,HB Studios,Majesco Entertainment
NBA Ballers: Chosen One,Sports,Midway Games,Midway Games
NBA Jam: On Fire Edition,Sports & Recreation,EA Sports,Electronic Arts
NBA Jam,Sports,EA Canada,EA Sports
NBA Live 06,Sports,EA Canada,EA Sports
NBA Live 07,Sports,EA Canada,EA Sports
NBA Live 08,Sports,EA Canada,EA Sports
NBA Live 09,Sports,EA Canada,EA Sports
NBA Live 10,Sports,EA Canada,EA Sports
NBA Street Homecourt,Sports,EA Canada,EA Sports
NBA Unrivaled,Sports & Recreation,A.C.R.O.N.Y.M. Games,Tecmo
NCAA Basketball 09[note 3],Sports,EA Canada,EA Sports
NCAA Basketball 10,Sports,EA Canada,EA Sports
NCAA Basketball 09: March Madness Edition,Sports & Recreation,EA Canada,Electronic Arts
NCAA Football 07,Sports,EA Tiburon,EA Sports
NCAA Football 08,Sports,EA Tiburon,EA Sports
NCAA Football 09,Sports,EA Tiburon,EA Sports
NCAA Football 10,Sports,EA Tiburon,EA Sports
NCAA Football 11,Sports,EA Tiburon,EA Sports
NCAA Football 12,Sports,EA Tiburon,EA Sports
NCAA Football 13,Sports,EA Tiburon,EA Sports
NCAA Football 14,Sports,EA Tiburon,EA Sports
NCAA March Madness 07,Sports,EA Canada,EA Sports
NCAA March Madness 08,Sports,EA Canada,EA Sports
NCIS: The Game,Adventure,Ubisoft,Ubisoft
Need for Speed: Carbon,Racing,EA Black Box,Electronic Arts
Need for Speed: Hot Pursuit,Racing,Criterion Games,Electronic Arts
Need for Speed: Most Wanted (2005),Racing,EA Black Box,Electronic Arts
Need for Speed: Most Wanted (2012),Racing,Criterion Games,Electronic Arts
Need for Speed: ProStreet,Racing,EA Black Box,Electronic Arts
Need for Speed: Rivals,Racing,Ghost Games,Electronic Arts
Need for Speed: Shift,Racing,Slightly Mad Studios,Electronic Arts
Need for Speed: The Run,Racing,EA Black Box,Electronic Arts
Need for Speed: Undercover,Racing,EA Black Box,Electronic Arts
NeoGeo Battle Coliseum,Classics,SNK,SNK
NeverDead,Action,Rebellion Developments,Konami
New Rally-X,Classics,Bandai Namco Entertainment,Bandai Namco Entertainment
Nexuiz,Shooter,IllFonic,THQ
NFL Blitz,Sports & Recreation,EA Tiburon,Electronic Arts
NFL Head Coach 09,Sports Management,EA Tiburon,EA Sports
NFL Tour,Sports,EA Tiburon,EA Sports
NHL 07,Sports,EA Canada,EA Sports
NHL 08,Sports,EA Canada,EA Sports
NHL 09,Sports,EA Canada,EA Sports
NHL 10,Sports,EA Canada,EA Sports
NHL 11,Sports,EA Canada,EA Sports
NHL 12,Sports,EA Canada,EA Sports
NHL 13,Sports,EA Canada,EA Sports
NHL 14,Sports,EA Canada,EA Sports
NHL 15,Sports,EA Canada,EA Sports
NHL 16,Sports,EA Canada,EA Sports
NHL 2K6,Sports,Kush Games,2K Sports
NHL 2K7,Sports,Kush Games,2K Sports
NHL 2K8,Sports,Kush Games,2K Sports
NHL 2K9,Sports,Visual Concepts,2K Sports
NHL 2K10,Sports,Visual Concepts,2K Sports
Nickelodeon Dance,,High Voltage Software,2K Play
Nickelodeon Dance 2,,High Voltage Software,2K Play
Nicktoons MLB,Sports,High Voltage Software,2K Play
Nier,Action RPG,Cavia,Square Enix
Night at the Museum: Battle of the Smithsonian,Action,Amaze Entertainment,Majesco Entertainment
NiGHTS into Dreams...,Classics,Sonic Team,Sega
Nike+ Kinect Training,,Sumo Digital,Xbox Game Studios
NIN2-JUMP,Action & Adventure,CAVE,CAVE
Ninja Blade,Action-adventure,From Software,Xbox Game Studios
Ninja Gaiden 3,"Hack & Slash, Action-adventure",Team Ninja,Tecmo Koei
Ninja Gaiden 3: Razor's Edge,"Hack & Slash, Action-adventure",Team Ninja,Tecmo
Ninja Gaiden II,"Hack & Slash, Action-adventure",Team Ninja,Xbox Game Studios
No Fate! Only the Power of Will,Visual novel,Alchemist,Alchemist
No More Heroes: Heroes' Paradise,"Hack & Slash, Action-adventure",feelplus,Marvelous Entertainment
Nobunaga no Yabou: Tendou,"Grand Strategy Wargame, Action RPG, Turn-based Strategy",Koei,Koei
Novadrome,Racing & Flying,Stainless Games,Xbox Game Studios
NPPL Championship Paintball 2009,First-person Shooter,Sand Grain Studios,Activision
Nurarihyon no Mago: Hyakki Ryouran Taisen,Fighting,Arc System Works,Konami
Obut Pétanque,Sports,Kylotonn,Bigben Interactive
Obut Pétanque 2,Sports,Kylotonn,Bigben Interactive
Of Orcs and Men,Action RPG,Cyanide Studio,Focus Home Interactive
Omega Five,Action & Adventure,Natsume,Hudson Soft
Omerta – City of Gangsters,Simulation game,Haemimont Games,Kalypso Media
Onechanbara: Bikini Samurai Squad,Hack & Slash,Tamsoft,D3 Publisher
Onechanbara Z: Kagura,Hack & Slash,Tamsoft,D3 Publisher
Open Season,Action-adventure,Ubisoft,Ubisoft
Operation Darkness,Tactical RPG,Success Corporation,Success Corporation
Operation Flashpoint: Dragon Rising,"Tactical Shooter, Open World",Codemasters,Codemasters
Operation Flashpoint: Red River,Tactical Shooter,Codemasters,Codemasters
Ore no Yome: Anata Dake no Hanayome,"Puzzle Game, Visual novel",Idea Factory,Idea Factory
Orc Attack: Flatulent Rebellion,Action & Adventure,Casual Brothers Games,GameMill Entertainment
Orcs Must Die!,Strategy & Simulation,Robot Entertainment,Xbox Game Studios
Otomedius Excellent,Scrolling Shooter,Konami,Konami
Otomedius G,Scrolling Shooter,Konami,Konami
Ougon Musou Kyoku X,Fighting,Alchemist,Alchemist
Outland,Platformer,Housemarque,Ubisoft
Outpost Kaloki X,Strategy & Simulation,NinjaBee,Xbox Game Studios
OutRun Online Arcade,Racing & Flying,Sumo Digital,Sega
Over G Fighters,Combat Flight Simulator,Taito Corporation,Ubisoft
Overlord[note 4],"Action-adventure, RPG",Triumph Studios,Codemasters
Overlord II,"Action-adventure, RPG",Triumph Studios,Codemasters
Pacific Rim: The Video Game,Fighting,Yuke's,Yuke's
Pac-Man,Classics,Bandai Namco Entertainment,Bandai Namco Entertainment
Pac-Man and the Ghostly Adventures 2,Platform,Namco Bandai Games,Namco Bandai Games
Pac-Man and the Ghostly Adventures,Platformer,Namco Bandai Games,Namco Bandai Games
Pac-Man Championship Edition,Action & Adventure,Bandai Namco Entertainment,Bandai Namco Entertainment
Pac-Man Championship Edition DX[note 5],Action & Adventure,Bandai Namco Entertainment,Bandai Namco Entertainment
Pac-Man Museum(includes nine Pac-Man games),Action & Adventure,Bandai Namco Entertainment,Bandai Namco Entertainment
Painkiller: Hell & Damnation,First-person shooter,The Farm 51,Nordic Games
Panzer General: Allied Assault,Card & Board,Petroglyph Games,Ubisoft
Paperboy,Classics,Midway Games/Digital Eclipse,Midway Games
Payday 2,"First-person shooter, Tactical shooter","Overkill Software, Starbreeze Studios",505 Games
PDC World Championship Darts 2008,Sports,Mere Mortals,Oxygen Interactive
PDC World Championship Darts Pro Tour,Sports,Redoubt,Oxygen Interactive
Peggle,Puzzle & Trivia,PopCap Games,PopCap Games
Peggle 2,Puzzle & Trivia,PopCap Games,Electronic Arts
Penguins of Madagascar: Dr. Blowhole Returns - Again,,THQ,THQ
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode One,Role Playing,Hothead Games,Xbox Game Studios
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode Two,Role Playing,Hothead Games,Xbox Game Studios
Perfect Dark,Classics,Rare/4J Studios,Xbox Game Studios
Perfect Dark Zero,"First-person shooter, stealth",Rare,Xbox Game Studios
Persona 4 Arena,Fighting,Arc System Works,Atlus
Persona 4 Ultimax,Fighting,Arc System Works,Atlus
Persona 4: The Ultimate in Mayonaka Arena,Fighting,Arc System Works,Atlus
Peter Jackson's King Kong,Action-adventure,Ubisoft Montpellier,Ubisoft
Phantasy Star II,Classics,Sega/Backbone Entertainment,Sega
Phantasy Star Universe[note 6],Action RPG,Sonic Team,Sega
Phantom Breaker,Fighting,5pb.,5pb.
Phantom Breaker: Extra,Fighting,5pb.,5pb.
Phantom Breaker: Battle Grounds,Action & Adventure,5pb. Division 2,5pb.
Phantom: Phantom of Inferno,Visual novel,Nitro+,Nitro+
Phineas and Ferb: Quest for Cool Stuff,Platformer,Behaviour Interactive,"Majesco Entertainment, 505 Games"
Pid,Action & Adventure,Might and Delight,D3 Publisher
Pimp My Ride,Racing,Eutechnyx,Activision
Pia Carrot e Youkoso!! 4: Natsu no Koikatsu,Dating Sim,GN Software,GN Software
"Pinball Arcade, TheThe Pinball Arcade",Classics,FarSight Studios,Alliance Digital Media
Pinball FX,Sports & Recreation,Zen Studios,Xbox Game Studios
Pinball FX 2,Sports & Recreation,Zen Studios,Xbox Game Studios
Pinball Hall of Fame: The Williams Collection,Sim,FarSight Studios,Crave Entertainment
Pirates of the Caribbean: At World's End,Action-adventure,Eurocom,Buena Vista Games
Pirates vs. Ninjas Dodgeball,Action & Adventure,Blazing Lizard,Gamecock Media Group
Planet 51,Action-adventure,Pyro Studios,Sega
Planets Under Attack,Strategy & Simulation,Targem Games,TopWare Interactive
Plants vs. Zombies,"Tower defense, Third-person shooter",PopCap Games,Electronic Arts
Plants vs. Zombies,Action & Adventure,PopCap Games,PopCap Games
Plants vs. Zombies: Garden Warfare,"Tower defense, Third-person shooter",PopCap Games,Electronic Arts
PocketBike Racer,Racing,Blitz Games,King Games
Poker Night 2,Card & Board,Telltale Games,Telltale Games
Poker Smash,Puzzle & Trivia,Void Star Creations,Xbox Game Studios
Polar Panic,Action & Adventure,Eiconic Games,Valcon Games
Pool Nation,Sports & Recreation,Cherry Pop Games,Mastertronic Group
Port Royale 3: Pirates & Merchants,Business simulation,Gaming Minds Studio,Kalypso Media
Portal: Still Alive,Puzzle & Trivia,Valve,Xbox Game Studios
Portal 2,Puzzle Platform,Valve,Electronic Arts
Power Gig: Rise of the SixString,Music,Seven45 Studios,Seven45 Studios
Power Rangers Super Samurai,,Namco Bandai,Namco Bandai
PowerUp Forever,Shooter,Blitz Arcade,Bandai Namco Entertainment
PowerUp Heroes,,Longtail Studios,Ubisoft
Prey,First-person Shooter,Human Head Studios,2K Games
Prince of Persia Classic,Classics,Gameloft,Ubisoft
Prince of Persia,"Action-adventure, Platform",Ubisoft Montreal,Ubisoft
Prince of Persia: The Forgotten Sands,"Action-adventure, Platform, Hack & Slash",Ubisoft,Ubisoft
Prison Architect: Xbox 360 Edition,Strategy & Simulation,Introversion Software/Double Eleven,Double Eleven
Prison Break: The Conspiracy,Action-adventure,ZootFly,Deep Silver
Prize Driver,Sports,Rare,Xbox Games Studio
Pro Evolution Soccer 2008[note 7],Sports,Konami,Konami
Pro Evolution Soccer 2009[note 8],Sports,Konami,Konami
Pro Evolution Soccer 2010[note 9],Sports,Konami,Konami
Pro Evolution Soccer 2011[note 10],Sports,Konami,Konami
Pro Evolution Soccer 2012[note 11],Sports,Konami,Konami
Pro Evolution Soccer 2013[note 12],Sports,Konami,Konami
Pro Evolution Soccer 2014[note 13],Sports,Konami,Konami
Pro Evolution Soccer 2015[note 14],Sports,Konami,Konami
Pro Evolution Soccer 2016[note 15],Sports,Konami,Konami
Pro Evolution Soccer 2017[note 16],Sports,Konami,Konami
Pro Evolution Soccer 2018[note 17],Sports,Konami,Konami
Pro Evolution Soccer 6[note 18],Sports,Konami,Konami
Pro Yakyū Spirits 3,Sports,Konami,Konami
Project Gotham Racing 3,Racing,Bizarre Creations,Xbox Game Studios
Project Gotham Racing 4,Racing,Bizarre Creations,Xbox Game Studios
Project Sylpheed,Space Combat Sim,Game Arts,Square Enix
Prototype,"Action, Open World",Radical Entertainment,Sierra Entertainment
Prototype 2,"Action, Open World",Radical Entertainment,Activision
Puddle,Puzzle & Trivia,Neko Entertainment,Konami
Pure,Racing,Black Rock Studio,Disney Interactive Studios
Pure Football[note 19],Sports,Ubisoft Vancouver,Ubisoft
Puss in Boots,,Blitz Games,THQ
Putty Squad,Platformer,System 3,System 3
Puzzle Arcade,Puzzle & Trivia,CTXM,Square Enix
Puzzle Bobble a.k.a. Bust-A-Move Live!,Puzzle & Trivia,Taito,Taito
Puzzle Chronicles,Puzzle & Trivia,Infinite Interactive,Konami
Puzzle Quest 1Puzzle Quest: Challenge of the Warlords,Puzzle & Trivia,Infinite Interactive,D3 Publisher
Puzzle Quest 2,Puzzle & Trivia,Infinite Interactive,D3 Publisher
Puzzle Quest: Galactrix,Puzzle & Trivia,Infinite Interactive,D3 Publisher
Puzzlegeddon,Puzzle & Trivia,Pieces Interactive,Tecmo
Qix++,Action & Adventure,Taito,Taito
Quake 4[note 20],First-person Shooter,Raven Software,Activision
Quake Arena Arcade,Action & Adventure,id Software/Pi Studios,Bethesda Softworks
Quantum Conundrum,Puzzle & Trivia,Airtight Games,Square Enix
Quantum Theory,Third-person Shooter,Team Tachyon,Tecmo
Quarrel,Family & Educational,Denki,UTV Ignition Entertainment
Qubed[note 21],"Rail Shooter, Puzzle",Q Entertainment,Atari
R.B.I. Baseball 14,Sports & Recreation,Behaviour Interactive,MLB Advanced Media
R.I.P.D. Rest in Peace Department the Game,Shooter,Saber Interactive,Atlus
R.U.S.E.,Real-time strategy,Eugen Systems,Ubisoft
Rabbids Invasion: The Interactive TV Show,Party,Ubisoft,Ubisoft
Race Driver: Grid[note 22],Racing,Codemasters,Codemasters
Race Pro,Racing,SimBin,Atari
Radiant Silvergun,Shooter,Treasure,Xbox Game Studios
Radirgy Noa Massive,Scrolling Shooter,Milestone srl,Milestone srl
Rage,"First-person Shooter, Racing, Open World",Id Software,Bethesda Softworks
Raiden Fighters Aces,Compilation,GULTI Co Ltd,Success Corporation
Raiden IV,Scrolling Shooter,MOSS,Taito
Rainbow Islands: Towering Adventure!,Platformer,Taito,Taito
Rambo: The Video Game,"First-person shooter, Action-adventure, Stealth",Teyon,Reef Entertainment
Rango,Action-adventure,Behaviour Interactive,"Electronic Arts, Paramount Digital Entertainment"
Rapala Fishing Frenzy 2009,"Hunting,Fishing",FUN Labs,Activision
Rapala for Kinect,,Activision,Activision
Rapala Pro Bass Fishing,"Hunting,Fishing",FUN Labs,Activision
Rapala Tournament Fishing,"Hunting,Fishing",Activision,Activision
Raskulls,Family & Educational,Halfbrick Studios,Xbox Game Studios
Ratatouille,Action,Heavy Iron Studios,THQ
Raven Squad: Operation Hidden Dagger,"RTS, First-person Shooter",Atomic Motion,"Evolved, SouthPeak GamesEU"
"Raven, TheThe Raven: Legacy of a Master Thief",Action & Adventure,King Art Games,THQ Nordic
Raving Rabbids: Alive & Kicking,,"Ubisoft Milan, Ubisoft Paris",Ubisoft
Rayman 3 HD,Action & Adventure,Ubisoft Shanghai,Ubisoft
Rayman Legends,Platform,Ubisoft Montpellier,Ubisoft
Rayman Origins,Platform,Ubisoft Montpellier,Ubisoft
Rayman Raving Rabbids,Party,Ubisoft Montpellier,Ubisoft
RayStorm HD,Shooter,Taito,Taito
Reaction Rally,Sports,Rare,Xbox Games Studio
Real Steel,Fighting,Yuke's,Yuke's
Realms of Ancient War - a.k.a. R.A.W.,Action & Adventure,Wizarbox,Focus Home Interactive
Record of Agarest War Zero,Tactical RPG,Compile Heart,Idea Factory
Record of Agarest War: Re-appearance,Tactical RPG,Compile Heart,Compile Heart
Red Bull Crashed Ice Kinect,Kinect,Bongfish,Xbox Game Studios
Red Bull X-Fighters,Racing & Flying,Xendex,Konami
Red Dead Redemption: Undead Nightmare,"Third-person, Open World, Western",Rockstar San Diego,Rockstar Games
Red Dead Redemption[note 23],"Third-person, Open World, Western",Rockstar San Diego,Rockstar Games
Red Faction: Armageddon,Third-person Shooter,Volition,THQ
Red Faction: Battlegrounds,Shooter,THQ Digital Warrington,THQ
Red Faction: Guerrilla,"Third-person Shooter, Open World",Volition,THQ
Red Johnson's Chronicles - One Against All,Action & Adventure,Lexis Numérique,Lexis Numérique
Rekoil: Liberator,Shooter,Plastic Piranha,505 Games
Remember Me,"Action-adventure, Third-person Shooter, Stealth, Interactive cinema",Dontnod Entertainment,Capcom
Renegade Ops,Action & Adventure,Avalanche Studios,Sega
Resident Evil HD Remaster,Survival Horror,Capcom,Capcom
Resident Evil 4[note 24],"Third-person Shooter, Survival Horror",Capcom,Capcom
Resident Evil 5[note 25],"Third-person Shooter, Survival Horror",Capcom,Capcom
Resident Evil 6[note 26],"Third-person Shooter, Survival Horror",Capcom,Capcom
Resident Evil Code: Veronica X,Survival Horror,Capcom,Capcom
Resident Evil Zero HD Remaster,Survival Horror,Capcom,Capcom
Resident Evil: Operation Raccoon City,"Third-person Shooter, Survival Horror",Slant Six Games,Capcom
Resident Evil: Revelations 2[note 27],"Third-person Shooter, Survival Horror","Capcom, Tose",Capcom
Resident Evil: Revelations[note 28],"Third-person shooter, Survival Horror","Capcom, Tose",Capcom
Resonance of Fate[note 29],RPG,tri-Ace,Sega
Retro City Rampage/Retro City Rampage: DX,Action & Adventure,Vblank Entertainment,D3 Publisher
Rez HD,Shooter,Q Entertainment,Xbox Game Studios
Rhythm Party/Boom Boom Dance,Kinect,Konami,Konami
Ride,Racing,"Bandai Namco Games, PQubeEU",Milestone srl
Ride to Hell: Retribution,Action-adventure,Eutechnyx,Deep Silver
Ridge Racer 6,Racing,Namco Bandai Games,Namco Bandai Games
Ridge Racer Unbounded,Racing,Bugbear Entertainment,Namco Bandai Games
Rio,Party Game,"THQ, Eurocom Entertainment Software",THQ
Rise of Nightmares,,Sega Wow,Sega
Rise of the Argonauts,Action RPG,Liquid Entertainment,Codemasters
Rise of the Guardians,Action-adventure,Torus Games,D3 Publisher
Rise of the Tomb Raider,"Action-adventure, Platform",Crystal Dynamics,Square Enix
Risen,"Action RPG, Open World",Piranha Bytes,Deep Silver
Risen 2: Dark Waters,"Action RPG, Open World",Piranha Bytes,Deep Silver
Risen 3: Titan Lords,"Action RPG, Open World",Piranha Bytes,Deep Silver
Risk,Card & Board,Zoë Mode,Ubisoft
Risk: Factions,Card & Board,Stainless Games,Electronic Arts
Risk: Urban Assault,Card & Board,Ubisoft,Ubisoft
Robert Ludlum's The Bourne Conspiracy,Third-person Shooter,High Moon Studios,Sierra Entertainment
RoboBlitz,Action & Adventure,Naked Sky Entertainment,Xbox Game Studios
Robotics;Notes,Visual novel,5pb.,5pb.
Robotron: 2084,Classics,Midway Games/Digital Eclipse,Midway Games
Rock Band,Music,Harmonix,MTV Games
Rock Band 2,Music,Harmonix,MTV Games
Rock Band 3,Music,Harmonix,MTV Games
Rock Band Blitz,Music,Harmonix,Harmonix
Rock Band Classic Rock Track Pack,Music,Harmonix,MTV Games
Rock Band Country Track Pack,Music,Harmonix,MTV Games
Rock Band Country Track Pack 2,Music,Harmonix,MTV Games
Rock Band Metal Track Pack,Music,Harmonix,MTV Games
Rock Band Track Pack Volume 2,Music,Harmonix,MTV Games
Rock of Ages,Strategy & Simulation,ACE Team,Atlus
Rock of the Dead,Music,Epicenter Studios,"Conspiracy Entertainment, UFO Interactive"
Rock Revolution,Music,Zoë Mode,Konami
Rocket Knight,Action & Adventure,Climax Studios,Konami
Rocket Riot,Action & Adventure,Codeglue,THQ
RocketBowl,Sports & Recreation,Large Animal Games/21-6 Productions,D3 Publisher
Rocketmen: Axis of Evil,Action & Adventure,A.C.R.O.N.Y.M. Games,Capcom
Rocksmith,Music video game,Ubisoft San Francisco,Ubisoft
Rocksmith 2014 Edition,Music video game,Ubisoft,Ubisoft
Rockstar Games Presents Table Tennis,Sports,Rockstar San Diego,Rockstar Games
Rocky and Bullwinkle,Family & Educational,Zen Studios,Xbox Game Studios
Rogue Warrior,First-person Shooter,Rebellion Developments,Bethesda Softworks
Roogoo,Puzzle & Trivia,Spidermonk Entertainment,SouthPeak Games
Root Double: Before Crime * After Days,Visual novel,Yeti,Yeti
Root Beer TapperRoot Beer Tapper,Classics,Midway Games/Digital Eclipse,Midway Games
Rotastic,Action & Adventure,Dancing Dots Studio,Focus Home Interactive
R-Type Dimensions(R-Type & R-Type II),Shooter,Southend Interactive/Tozai Games,Xbox Game Studios
Rugby 15,Sports,HB Studios,"Maximum Family Games, Big Ben Interactive"
Rugby Challenge 2,Sports,Tru Blu Entertainment,Sidhe
Rugby Challenge 3,Sports,Wicked Witch Software,Alternative Software
Rugby League Live,Sports game,Big Ant Studios,Tru Blu Entertainment
Rugby League Live 2,Sports game,Big Ant Studios,Tru Blu Entertainment
Rugby League Live 3,Sports game,Tru Blu Entertainment,Sidhe
Rugby World Cup 2011,Sports,HB Studios,505 Games
Rugby World Cup 2015,Sports,HB Studios,505 Games
Rumble Roses XX,Fighting,"Konami, Yuke's",Konami
Rush'n Attack,Classics,Konami/Digital Eclipse,Xbox Game Studios
Rush'n Attack: Ex-Patriot,Platformer,Vatra Games,Konami
Sacred 2: Fallen Angel,Action RPG,Ascaron,Ascaron
Sacred 3,Action RPG,Keen Games,Deep Silver
Sacred Citadel,Action & Adventure,Southend Interactive,Deep Silver
Saints Row,"Action-adventure, Open World",Volition,THQ
Saints Row 2,"Action-adventure, Open World",Volition,THQ
Saints Row IV,"Action-adventure, Open World",Volition,Deep Silver
Saints Row: Gat out of Hell,"Action-adventure, Open World",Volition,Deep Silver
Saints Row: The Third,"Action-adventure, Open World",Volition,THQ
Sakura Flamingo Archives,Shooter,MileStone Inc.,"Klon Co., Ltd."
Sam & Max 1Sam & Max Save the World,Action & Adventure,Telltale Games,Xbox Game Studios
Sam & Max 2Sam & Max Beyond Time and Space,Action & Adventure,Telltale Games,Xbox Game Studios
Samurai Shodown II,Classics,SNK,SNK
Samurai Shodown: Sen,Fighting,SNK Playmore,SNK Playmore
Samurai Warriors 2,Hack & Slash,Omega Force,Koei
Samurai Warriors 2 Empires,Hack & Slash,Omega Force,Koei
Sanctum 2,Strategy & Simulation,Coffee Stain Studios,D3 Publisher
Saw,"Third-person Shooter, Survival Horror",Zombie Studios,Konami
Saw II: Flesh & Blood,"Action, Survival Horror",Zombie Studios,Konami
SBK 2011,Racing,Milestone,Black Bean Games
SBK Generations,Racing,Milestone,Black Bean Games
SBK X: Superbike World Championship,Racing,Milestone,Black Bean Games
SBK-08: Superbike World Championship[note 30],Racing,Milestone,Koch Media
SBK-09: Superbike World Championship,Racing,Milestone,Koch Media
Scarygirl,Platformer,TikGames,Square Enix
Scene It? Box Office Smash,Party,"Krome Studios, Screenlife Games",Xbox Game Studios
Scene It? Bright Lights! Big Screen!,Party,Screenlife Games,Warner Bros. Interactive Entertainment
"Scene It? Lights, Camera, Action",Party,Screenlife Games,Xbox Game Studios
Scene It? Movie Night,Family & Educational,Sarbakan,Screenlife Games
Schizoid,Action & Adventure,Torpex Games,Xbox Game Studios
SCORE International Baja 1000,Racing,Left Field Productions,Activision
Scott Pilgrim vs. the World: The Game,Fighting,Ubisoft Montreal/Ubisoft Chengdu,Ubisoft
Scourge: Outbreak,Action & Adventure,Tragnarion Studios,UFO Interactive Games
Scramble,Classics,Konami/Digital Eclipse,Konami
Scrap Metal,Racing & Flying,Slick Entertainment,Xbox Game Studios
Screamride,Puzzle,Frontier Developments,Xbox Game Studios
Screwjumper!,Action & Adventure,Frozen Codebase,THQ
Sea Life Safari,Family & Educational,Wanako Games,Activision
"Secret of Monkey Island, TheThe Secret of Monkey Island: Special Edition",Classics,LucasArts,Disney Interactive Studios
Secret Service,First-person Shooter,Cauldron,Activision
Section 8,First-person Shooter,TimeGate Studios,SouthPeak Games
Section 8: Prejudice,Shooter,TimeGate Studios,Xbox Game Studios
Sega Bass Fishing,Classics,Sims,Sega
Sega Rally Online Arcade,Racing & Flying,Sega,Sega
Sega Rally Revo,Racing,Sega Racing Studio,Sega
Sega Superstars Tennis,Sports,Sumo Digital,Sega
